mission_urgency,region_sensitivity,dist_to_target,temperature,max_altitude,heavy_winds,bird_strike,humidity,speed_max,ice_accrual,fuel_consumed,ice_sublimation,hard_landing,mission_duration,data_loss,mission_success
0.8821352352130448,0.9425596598787442,1.0212116015911463,0.9445561828808959,1.1153677377321631,1.0074109673576646,0.9994116875373918,1.0120301202408526,0.9358927366024595,1.0377487866150885,1.0118517070074504,1.1241570839229988,1.0617757116079634,0.9842835254919378,1.0439122552561169,0.9589741134206817
0.972838032670252,1.10582749270471,0.9959618525033528,0.9346738710108191,1.0288958521315827,1.1784530940419258,1.0688632356005294,1.0258287805868826,1.0484612364216181,1.0361429282680266,1.0278385711076612,0.9503722852520635,1.0479406091660424,1.004189286594145,1.0428886628950873,0.9893833756415766
0.6858261981274751,0.8662503711619294,1.0674222111268306,0.9749906697333961,0.9158779071977102,1.0738350721041452,1.0868893509705222,1.0284965434197364,1.0382169305393092,1.0204450789306538,1.076345432628455,1.1008045330919858,0.9957004436377761,1.0200466465458387,0.9443538768309001,1.0408871510289988
0.9363291643279709,1.052693237409308,0.9729563467805811,0.9856703638187496,0.8608945345979221,0.9583722238519363,0.9646218616249688,0.9985071080918001,0.9264972115780751,0.9487135274309658,0.95536756139653,0.9656008939752638,0.9595537090986571,0.9659460130032866,0.9496104663049525,1.0186291701596324
1.0759219540601697,1.1325038832443208,1.121322147939642,0.893675377503061,1.0287136830301733,1.1544426772129852,0.9586696187714256,1.2185866855168708,1.001635428437127,0.9450898023080394,1.0345276712815015,1.0127248014441377,1.0359409949853595,1.0716953914997376,1.0048576224266976,0.9607120564319278
0.9854754256786803,0.9819462949607596,0.8552551594480395,0.8638021282098116,0.9506546248063724,0.7728491486332023,0.8179540020687279,0.8399471469897044,0.9755062672582314,0.8719453947191731,0.8673265233250101,1.0255334359924886,0.8585066998328398,0.8719115090800701,0.8376064361076005,1.151013627230243
1.3221909651740067,1.0946704474245694,1.050529903964533,0.9672841138338728,1.0887701430219712,0.9656992170979376,1.080606965949079,0.9517277214980834,1.1130126164871441,1.0486141299719967,1.0996489184648157,1.0161203678100108,0.9962422706142028,1.0579171128572549,0.990966262254495,0.9574385646972245
0.9139298688226651,0.951008864516563,0.8583689707789176,0.8687723944125627,0.918423618473541,0.7660599640377757,0.862707495769944,0.7658917457962512,0.9574665811414005,0.9014753275167285,0.8951432046764175,0.8118049377490753,0.9425148498653358,0.9273107729949529,0.9479866934253407,1.0866531054361064
0.6914246476396833,0.6343269182983231,0.7365447798629634,0.9704565028496145,0.7234585839745008,0.9829185448974826,1.0061989355892433,0.9750095718990587,0.8984169055161502,0.9066075428191106,0.931352687783093,0.830398491595045,0.9535180870187037,0.8907834703707859,0.9441236341257501,1.0130906508529094
0.8959766773567868,0.9295593555205952,1.0456646536025147,1.0254416849905668,1.1110749387714076,0.9574837559869476,1.0682872727418475,1.0276205636617692,0.9462018169486025,1.032085084964664,0.9840611712313013,1.0450129134674566,0.9836474525850242,1.000791364426334,1.007568577619367,1.0204282916563518
0.9432852280575101,1.085212228362717,1.1153262051591728,0.9146644753352464,0.999485205551557,0.9724449059639618,0.9737697625281676,1.111133990214371,0.8397220032115911,1.020438685769591,0.9841918277951162,1.164912860094426,0.9447779745020725,0.9700081811268286,0.9572118108728421,1.0729978511813982
0.8657665083728294,0.8502461799917242,0.80502365480028,0.9362406546021457,0.8094327001800953,1.0380293472465891,0.8713973335835921,1.002682041188322,0.8820095403704329,0.9196488875262783,0.9559544943125887,0.8663026960126293,0.9895406953134489,0.9058221270868577,1.0239449131187857,1.0113155645450242
0.7012551241757764,1.0300512602038243,0.8530450520836939,1.0451965010227378,0.7361709370148196,1.0200606015793892,0.8640324570289724,0.9794552129013594,0.8771716392729486,0.9127075230286859,0.97033378132697,0.949452328959438,0.8961823791885863,0.9251606968505798,0.9376709546769522,1.0535913850065133
1.010147038950035,1.1066124768392895,1.1662968876423085,1.2050140318646005,1.0041661179375367,1.0699855234690148,1.174627781312426,1.1003662545064006,1.0430477139583518,1.1011902505011992,1.1316652199187207,1.1129635932077393,1.05026169290285,1.0930636167357948,1.1182855479793872,0.9694478038167387
1.122025798515161,0.8966077031695778,0.8931438992186334,1.0385934794816247,1.038064568986717,0.8822637645422833,0.8786407533390022,0.8627078074145834,1.005200571786966,0.938440201492173,0.9984035501108988,0.8413321203092039,0.9791679123404453,0.9834826407510803,0.9963126788945154,1.0200684779067302
1.2562452035058453,1.0225369612918231,1.0784104538166663,1.1709933440963662,1.166771438410786,1.1525758995482636,1.2175471821770008,1.1250314102283008,1.0775051506398436,1.099429867939179,1.0874791426650379,1.154595992808668,1.0777677091445896,1.142017090508334,1.1044760309286787,0.8538629168360381
